Queue;StartInterval;EndInterval;Contacts abandoned in 20 seconds;Contacts abandoned in 30 seconds;Contacts abandoned in 45 seconds;Contacts abandoned in 60 seconds;Contacts abandoned in 90 seconds;Contacts abandoned in 180 seconds;Contacts answered in 20 seconds;Contacts answered in 30 seconds;Contacts answered in 45 seconds;Contacts answered in 60 seconds;Contacts answered in 90 seconds;Contacts answered in 180 seconds;Service level 60 seconds;Service level 120 seconds;Agent interaction time;API contacts;API contacts handled;Average agent interaction time;Average customer hold time;Average handle time;Average queue abandon time;Average queue answer time;Callback contacts;Callback contacts handled;Contacts abandoned;Contacts handled incoming;Contacts handled outbound;Contacts put on hold;Contacts queued;Contacts abandoned 40 seconds;Contacts answered 40 seconds
Sonova_French_Other;2026-02-10T10:00:00.000+01:00;2026-02-10T10:30:00.000+01:00;;;;;;;;;;;;;;;16;;;16;;18;;;;;;;1;;;;
Sonova_French_Other;2026-02-10T10:30:00.000+01:00;2026-02-10T11:00:00.000+01:00;;;;;;;;;;;;;;;8;;;8;;22;;;;;;;1;;;;
Sonova_French_Other;2026-02-10T11:00:00.000+01:00;2026-02-10T11:30:00.000+01:00;;;;;;;;;;;;;;;385;;;128;264;276;;;;;;;3;1;;;
Sonova_French_Other;2026-02-10T14:30:00.000+01:00;2026-02-10T15:00:00.000+01:00;;;;;;;;;;;;;;;752;;;752;;755;;;;;;;1;;;;
Sonova_French_Other;2026-02-10T15:00:00.000+01:00;2026-02-10T15:30:00.000+01:00;;;;;;;;;;;;;;;38;;;7;;10;;;;;;;5;;;;
Sonova_French_Other;2026-02-10T15:30:00.000+01:00;2026-02-10T16:00:00.000+01:00;;;;;;;;;;;;;;;16;;;16;;16;;;;;;;1;;;;
Sonova_French_Other;2026-02-10T16:00:00.000+01:00;2026-02-10T16:30:00.000+01:00;;;;;;;;;;;;;;;549;;;183;;187;;;;;;;3;;;;
Sonova_French_Other;2026-02-10T17:00:00.000+01:00;2026-02-10T17:30:00.000+01:00;;;;;;;;;;;;;;;258;;;258;;262;;;;;;;1;;;;
Sonova_French_Other;2026-02-11T09:30:00.000+01:00;2026-02-11T10:00:00.000+01:00;;;;;;;;;;;;;;;36;;;36;;39;;;;;;;1;;;;
Sonova_French_Other;2026-02-11T10:30:00.000+01:00;2026-02-11T11:00:00.000+01:00;;;;;;;;;;;;;;;129;;;129;;1236;;;;;;;1;;;;
Sonova_French_Other;2026-02-11T11:00:00.000+01:00;2026-02-11T11:30:00.000+01:00;;;;;;;;;;;;;;;165;;;55;;148;;;;;;;3;;;;
Sonova_French_Other;2026-02-11T12:00:00.000+01:00;2026-02-11T12:30:00.000+01:00;;;;;;;;;;;;;;;78;;;26;;29;;;;;;;3;;;;
Sonova_French_Other;2026-02-11T12:30:00.000+01:00;2026-02-11T13:00:00.000+01:00;;;;;;;;;;;;;;;404;;;404;45;458;;;;;;;1;1;;;
Sonova_French_Other;2026-02-11T13:30:00.000+01:00;2026-02-11T14:00:00.000+01:00;;;;;;;;;;;;;;;10;;;10;;11;;;;;;;1;;;;
Sonova_French_Other;2026-02-11T14:00:00.000+01:00;2026-02-11T14:30:00.000+01:00;;;;;;;;;;;;;;;10;;;10;;12;;;;;;;1;;;;
Sonova_French_Other;2026-02-11T14:30:00.000+01:00;2026-02-11T15:00:00.000+01:00;;;;;;;;;;;;;;;124;;;62;;66;;;;;;;2;;;;
Sonova_French_Other;2026-02-11T15:00:00.000+01:00;2026-02-11T15:30:00.000+01:00;;;;;;;;;;;;;;;814;;;407;84;452;;;;;;;2;1;;;
Sonova_French_Other;2026-02-11T16:30:00.000+01:00;2026-02-11T17:00:00.000+01:00;;;;;;;;;;;;;;;135;;;33;;36;;;;;;;4;;;;
Sonova_French_Other;2026-02-11T17:00:00.000+01:00;2026-02-11T17:30:00.000+01:00;;;;;;;;;;;;;;;1407;;;703;;706;;;;;;;2;;;;
Sonova_French_Other;2026-02-12T09:30:00.000+01:00;2026-02-12T10:00:00.000+01:00;;;;;;;;;;;;;;;7;;;3;;6;;;;;;;2;;;;
Sonova_French_Other;2026-02-12T10:30:00.000+01:00;2026-02-12T11:00:00.000+01:00;;;;;;;;;;;;;;;722;;;180;197;267;;;;;;;4;1;;;
Sonova_French_Other;2026-02-12T11:00:00.000+01:00;2026-02-12T11:30:00.000+01:00;;;;;;;;;;;;;;;47;;;11;;14;;;;;;;4;;;;
Sonova_French_Other;2026-02-12T12:00:00.000+01:00;2026-02-12T12:30:00.000+01:00;;;;;;;;;;;;;;;699;;;233;495;412;;;;;;;3;1;;;
Sonova_French_Other;2026-02-12T12:30:00.000+01:00;2026-02-12T13:00:00.000+01:00;;;;;;;;;;;;;;;53;;;53;;56;;;;;;;1;;;;
Sonova_French_Other;2026-02-12T14:00:00.000+01:00;2026-02-12T14:30:00.000+01:00;;;;;;;;;;;;;;;409;;;409;;414;;;;;;;1;;;;
Sonova_French_Other;2026-02-12T15:30:00.000+01:00;2026-02-12T16:00:00.000+01:00;;;;;;;;;;;;;;;6;;;6;;9;;;;;;;1;;;;
Sonova_French_Other;2026-02-12T16:00:00.000+01:00;2026-02-12T16:30:00.000+01:00;;;;;;;;;;;;;;;400;;;200;308;357;;;;;;;2;1;;;
Sonova_French_Other;2026-02-12T16:30:00.000+01:00;2026-02-12T17:00:00.000+01:00;;;;;;;;;;;;;;;1451;;;1451;283;1739;;;;;;;1;1;;;
Sonova_French_Other;2026-02-12T17:30:00.000+01:00;2026-02-12T18:00:00.000+01:00;;;;;;;;;;;;;;;706;;;706;;713;;;;;;;1;;;;
Sonova_French_Shop;2026-02-10T08:30:00.000+01:00;2026-02-10T09:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;417;;;417;;420;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-10T09:00:00.000+01:00;2026-02-10T09:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;854;;;284;113;363;;3;;;;3;;2;3;;3
Sonova_French_Shop;2026-02-10T09:30:00.000+01:00;2026-02-10T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;158;;;158;;160;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-10T10:00:00.000+01:00;2026-02-10T10:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1544;;;772;;775;;3;;;;2;;;2;;2
Sonova_French_Shop;2026-02-10T10:30:00.000+01:00;2026-02-10T11:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;184;;;92;;95;;3;;;;2;;;2;;2
Sonova_French_Shop;2026-02-10T11:00:00.000+01:00;2026-02-10T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;929;;;929;27;964;;3;;;;1;;1;1;;1
Sonova_French_Shop;2026-02-10T11:30:00.000+01:00;2026-02-10T12:00:00.000+01:00;;;;;;;1;1;1;1;2;2;50.00%;100.00%;1092;;;546;;549;;42;;;;2;;;2;;1
Sonova_French_Shop;2026-02-10T12:00:00.000+01:00;2026-02-10T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;764;;;764;48;823;;3;;;;1;;1;1;;1
Sonova_French_Shop;2026-02-10T13:30:00.000+01:00;2026-02-10T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1016;;;338;239;671;;9;;;;3;;1;3;;3
Sonova_French_Shop;2026-02-10T14:00:00.000+01:00;2026-02-10T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;299;;;299;;382;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-10T14:30:00.000+01:00;2026-02-10T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;154;;;154;;157;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-10T15:00:00.000+01:00;2026-02-10T15:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1077;;;359;;361;;3;;;;3;;;3;;3
Sonova_French_Shop;2026-02-10T15:30:00.000+01:00;2026-02-10T16:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2925;;;1462;;1473;;3;;;;2;;;2;;2
Sonova_French_Shop;2026-02-10T16:00:00.000+01:00;2026-02-10T16:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1466;;;1466;;1468;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-10T16:30:00.000+01:00;2026-02-10T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;144;;;144;;145;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-10T17:00:00.000+01:00;2026-02-10T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2006;;;2006;;2008;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-11T09:00:00.000+01:00;2026-02-11T09:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;760;;;190;177;236;;3;;;;4;;1;4;;4
Sonova_French_Shop;2026-02-11T09:30:00.000+01:00;2026-02-11T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;106;;;106;;109;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-11T10:30:00.000+01:00;2026-02-11T11:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2445;;;611;480;766;;3;;;;4;;1;4;;4
Sonova_French_Shop;2026-02-11T11:00:00.000+01:00;2026-02-11T11:30:00.000+01:00;;;;;;;1;2;2;2;2;2;100.00%;100.00%;72;;;36;83;80;;16;;;;2;;1;2;;2
Sonova_French_Shop;2026-02-11T12:30:00.000+01:00;2026-02-11T13:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1026;;;1026;;1029;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-11T14:00:00.000+01:00;2026-02-11T14:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;974;;;194;;227;;3;;;;5;;;5;;5
Sonova_French_Shop;2026-02-11T15:00:00.000+01:00;2026-02-11T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;647;;;647;;650;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-11T16:00:00.000+01:00;2026-02-11T16:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1055;;;527;;529;;3;;;;2;;;2;;2
Sonova_French_Shop;2026-02-11T16:30:00.000+01:00;2026-02-11T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;605;;;605;;610;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-12T09:00:00.000+01:00;2026-02-12T09:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;938;;;469;257;604;;3;;;;2;;1;2;;2
Sonova_French_Shop;2026-02-12T09:30:00.000+01:00;2026-02-12T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;649;;;649;;653;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-12T10:00:00.000+01:00;2026-02-12T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;215;;;215;;217;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-12T11:00:00.000+01:00;2026-02-12T11:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;831;;;415;;421;;3;;;;2;;;2;;2
Sonova_French_Shop;2026-02-12T11:30:00.000+01:00;2026-02-12T12:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;831;;;415;;500;;3;;;;2;;;2;;2
Sonova_French_Shop;2026-02-12T12:00:00.000+01:00;2026-02-12T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;574;;;574;;577;;3;;;;1;;;1;;1
Sonova_French_Shop;2026-02-12T13:30:00.000+01:00;2026-02-12T14:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;989;;;494;;797;;6;;;;2;;;2;;2
Sonova_French_Shop;2026-02-12T14:00:00.000+01:00;2026-02-12T14:30:00.000+01:00;;;;;;;1;1;1;1;1;2;50.00%;50.00%;519;;;259;66;482;;73;;;;2;;1;2;;1
Sonova_French_Shop;2026-02-12T14:30:00.000+01:00;2026-02-12T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1800;;;1800;;1801;;8;;;;1;;;1;;1
Sonova_French_Shop;2026-02-12T15:30:00.000+01:00;2026-02-12T16:00:00.000+01:00;;;;;;;1;2;2;2;2;2;100.00%;100.00%;415;;;207;;217;;13;;;;2;;;2;;2
Sonova_French_Shop;2026-02-12T16:30:00.000+01:00;2026-02-12T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1038;;;1038;;1082;;4;;;;1;;;1;;1
Sonova_French_Shop;2026-02-12T17:00:00.000+01:00;2026-02-12T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;313;;;313;;316;;3;;;;1;;;1;;1
Sonova_German_Other;2026-02-10T11:00:00.000+01:00;2026-02-10T11:30:00.000+01:00;;;;;;;;;;;;;;;15;;;15;;17;;;;;;;1;;;;
Sonova_German_Other;2026-02-11T08:30:00.000+01:00;2026-02-11T09:00:00.000+01:00;;;;;;;;;;;;;;;119;;;119;;121;;;;;;;1;;;;
Sonova_German_Other;2026-02-11T09:00:00.000+01:00;2026-02-11T09:30:00.000+01:00;;;;;;;;;;;;;;;329;;;164;;167;;;;;;;2;;;;
Sonova_German_Other;2026-02-11T17:00:00.000+01:00;2026-02-11T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;460;;;460;;4197;;3;;;;1;;;1;;1
Sonova_German_Other;2026-02-11T18:30:00.000+01:00;2026-02-11T19:00:00.000+01:00;;;;;;;;;;;;;;;0;;;0;;6;;;;;;;1;;;;
Sonova_German_Other;2026-02-12T08:30:00.000+01:00;2026-02-12T09:00:00.000+01:00;;;;;;;;;;;;;;;147;;;147;;148;;;;;;;1;;;;
Sonova_German_Other;2026-02-12T09:00:00.000+01:00;2026-02-12T09:30:00.000+01:00;;;;;;;;;;;;;;;214;;;214;;216;;;;;;;1;;;;
Sonova_German_Other;2026-02-12T10:30:00.000+01:00;2026-02-12T11:00:00.000+01:00;;;;;;;;;;;;;;;236;;;236;;442;;;;;;;1;;;;
Sonova_German_Other;2026-02-12T12:00:00.000+01:00;2026-02-12T12:30:00.000+01:00;;;;;;;;;;;;;;;5;;;5;;20;;;;;;;1;;;;
Sonova_German_Other;2026-02-12T14:00:00.000+01:00;2026-02-12T14:30:00.000+01:00;;;;;;;;;;;;;;;4;;;4;;189;;;;;;;1;;;;
Sonova_German_Other;2026-02-12T15:00:00.000+01:00;2026-02-12T15:30:00.000+01:00;;;;;;;;;;;;;;;35;;;11;;79;;;;;;;3;;;;
Sonova_German_Other;2026-02-12T15:30:00.000+01:00;2026-02-12T16:00:00.000+01:00;;;;;;;;;;;;;;;406;;;58;;176;;;;;;;7;;;;
Sonova_German_Other;2026-02-12T16:00:00.000+01:00;2026-02-12T16:30:00.000+01:00;;;;;;;;;;;;;;;165;;;27;;236;;;;;;;6;;;;
Sonova_German_Other;2026-02-12T16:30:00.000+01:00;2026-02-12T17:00:00.000+01:00;;;;;;;;;;;;;;;329;;;164;;397;;;;;;;2;;;;
Sonova_German_Shop;2026-02-10T11:00:00.000+01:00;2026-02-10T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;193;;;193;;195;;3;;;;1;;;1;;1
Sonova_German_Shop;2026-02-11T11:30:00.000+01:00;2026-02-11T12:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;360;;;360;;624;;3;;;;1;;;1;;1
Sonova_German_Shop;2026-02-11T13:30:00.000+01:00;2026-02-11T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;705;;;705;;854;;4;;;;1;;;1;;1
Sonova_German_Shop;2026-02-12T10:30:00.000+01:00;2026-02-12T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;359;;;359;;514;;3;;;;1;;;1;;1
Sonova_German_Shop;2026-02-12T13:30:00.000+01:00;2026-02-12T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;244;;;244;;250;;3;;;;1;;;1;;1
Sonova_German_Shop;2026-02-12T15:30:00.000+01:00;2026-02-12T16:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;337;;;168;56;313;;3;;;;2;;2;2;;2
Sonova_Italy_Other;2026-02-12T12:30:00.000+01:00;2026-02-12T13:00:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;;;;;;;317;;;;1;;;;1;;
Sonova_Italy_Shop;2026-02-10T17:00:00.000+01:00;2026-02-10T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;254;;;254;;259;;3;;;;1;;;1;;1
Sonova_Italy_Shop;2026-02-11T10:00:00.000+01:00;2026-02-11T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;50.00%;50.00%;493;;;493;;825;225;3;;;1;1;;;2;;1
Sonova_Italy_Shop;2026-02-11T18:00:00.000+01:00;2026-02-11T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;234;;;234;;236;;3;;;;1;;;1;;1
Sonova_Italy_Shop;2026-02-12T10:00:00.000+01:00;2026-02-12T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;461;;;461;;462;;3;;;;1;;;1;;1
Sonova_Italy_Shop;2026-02-12T12:30:00.000+01:00;2026-02-12T13:00:00.000+01:00;;;;;;;1;1;1;1;1;1;50.00%;50.00%;1684;;;842;;846;;483;;;;2;;;2;;1
Sonova_Italy_Shop;2026-02-12T15:30:00.000+01:00;2026-02-12T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;641;;;641;;647;;3;;;;1;;;1;;1
Sonova_Mexico_Other;2026-02-10T19:30:00.000+01:00;2026-02-10T20:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;150;;;150;145;298;;4;;;;1;;1;1;;1
Sonova_Mexico_Other;2026-02-11T23:00:00.000+01:00;2026-02-11T23:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;704;;;704;107;812;;5;;;;1;;1;1;;1
Sonova_Mexico_Shop;2026-02-11T21:00:00.000+01:00;2026-02-11T21:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;143;;;143;115;259;;3;;;;1;;1;1;;1
Sonova_Portuguese_Other;2026-02-11T12:00:00.000+01:00;2026-02-11T12:30:00.000+01:00;;;;;;;;;;;;1;0.00%;0.00%;10;;;10;;432;;165;;;;1;;;1;;
Sonova_Portuguese_Other;2026-02-11T12:30:00.000+01:00;2026-02-11T13:00:00.000+01:00;;;;;;;;;;;;1;0.00%;100.00%;638;;;638;;676;;113;;;;1;;;1;;
Sonova_Portuguese_Shop;2026-02-10T19:00:00.000+01:00;2026-02-10T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;159;;;159;;163;;4;;;;1;;;1;;1
Sonova_Portuguese_Shop;2026-02-11T12:00:00.000+01:00;2026-02-11T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;225;;;225;;254;;3;;;;1;;;1;;1
Sonova_Portuguese_Shop;2026-02-11T15:30:00.000+01:00;2026-02-11T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;383;;;383;;529;;3;;;;1;;;1;;1
Sonova_Portuguese_Shop;2026-02-12T13:30:00.000+01:00;2026-02-12T14:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;198;;;99;;105;;3;;;;2;;;2;;2
Sonova_Portuguese_Shop;2026-02-12T14:30:00.000+01:00;2026-02-12T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;26;;;26;;34;;3;;;;1;;;1;;1
Sonova_Portuguese_Shop;2026-02-12T15:00:00.000+01:00;2026-02-12T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;859;;;859;;868;;3;;;;1;;;1;;1
Sonova_Portuguese_Shop;2026-02-12T16:30:00.000+01:00;2026-02-12T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;232;;;232;;234;;4;;;;1;;;1;;1
Sonova_Portuguese_Shop;2026-02-12T19:00:00.000+01:00;2026-02-12T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;438;;;438;;440;;3;;;;1;;;1;;1
Sony Spanish New Issues;2026-02-10T15:00:00.000+01:00;2026-02-10T15:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;546;;;273;405;481;;3;;;;2;;1;2;;2
Sony Spanish New Issues;2026-02-10T18:00:00.000+01:00;2026-02-10T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;305;;;305;281;588;;5;;;;1;;1;1;;1
Sony Spanish New Issues;2026-02-10T21:00:00.000+01:00;2026-02-10T21:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;441;;;441;153;596;;4;;;;1;;1;1;;1
Sony Spanish New Issues;2026-02-11T16:30:00.000+01:00;2026-02-11T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;699;;;699;;704;;2;;;;1;;;1;;1
Viatris - Dutch;2026-02-10T09:00:00.000+01:00;2026-02-10T09:30:00.000+01:00;;;;;;;;;;;;1;0.00%;0.00%;573;;;573;;575;;158;;;;1;;;1;;
Viatris - Dutch;2026-02-10T12:00:00.000+01:00;2026-02-10T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;217;;;217;;227;;2;;;;1;;;1;;1
Viatris - Dutch;2026-02-11T17:30:00.000+01:00;2026-02-11T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;413;;;413;;421;;2;;;;1;;;1;;1
Viatris - Dutch;2026-02-12T08:00:00.000+01:00;2026-02-12T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1351;;;1351;;1353;;4;;;;1;;;1;;1
Viatris - Dutch;2026-02-12T10:00:00.000+01:00;2026-02-12T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;183;;;183;41;264;;2;;;;1;;1;1;;1
Viatris - French;2026-02-10T07:30:00.000+01:00;2026-02-10T08:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;230;;;230;;231;;2;;;;1;;;1;;1
Viatris - French;2026-02-10T08:00:00.000+01:00;2026-02-10T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;830;;;830;;831;;2;;;;1;;;1;;1
Viatris - French;2026-02-10T08:30:00.000+01:00;2026-02-10T09:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1742;;;580;91;644;;2;;;;3;;2;3;;3
Viatris - French;2026-02-10T09:00:00.000+01:00;2026-02-10T09:30:00.000+01:00;;;;;;;;;;;;;;;14;;;7;;8;;;;;;;2;;;;
Viatris - French;2026-02-10T09:30:00.000+01:00;2026-02-10T10:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1858;;;619;;621;;2;;;;3;;;3;;3
Viatris - French;2026-02-10T10:30:00.000+01:00;2026-02-10T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;119;;;119;;122;;2;;;;1;;;1;;1
Viatris - French;2026-02-10T11:30:00.000+01:00;2026-02-10T12:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1068;;;534;75;575;;2;;;;2;;1;2;;2
Viatris - French;2026-02-10T12:00:00.000+01:00;2026-02-10T12:30:00.000+01:00;;;;;;;;;;;;;;;65;;;65;;68;;;;;;;1;;;;
Viatris - French;2026-02-10T12:30:00.000+01:00;2026-02-10T13:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;406;;;406;;407;;2;;;;1;;;1;;1
Viatris - French;2026-02-10T13:00:00.000+01:00;2026-02-10T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;598;;;598;101;701;;2;;;;1;;1;1;;1
Viatris - French;2026-02-10T14:00:00.000+01:00;2026-02-10T14:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;535;;;267;88;358;;2;;;;2;;2;2;;2
Viatris - French;2026-02-10T14:30:00.000+01:00;2026-02-10T15:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;327;;;109;;110;;2;;;;2;1;;2;;2
Viatris - French;2026-02-10T15:00:00.000+01:00;2026-02-10T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;127;;;127;;130;;2;;;;1;;;1;;1
Viatris - French;2026-02-10T15:30:00.000+01:00;2026-02-10T16:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;554;;;184;202;254;;2;;;;2;1;1;2;;2
Viatris - French;2026-02-10T16:00:00.000+01:00;2026-02-10T16:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;969;;;484;;487;;2;;;;2;;;2;;2
Viatris - French;2026-02-10T16:30:00.000+01:00;2026-02-10T17:00:00.000+01:00;;;;;;;;;;;;;;;1108;;;1108;;1110;;;;;;;1;;;;
Viatris - French;2026-02-11T08:00:00.000+01:00;2026-02-11T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;133;;;133;;134;;2;;;;1;;;1;;1
Viatris - French;2026-02-11T08:30:00.000+01:00;2026-02-11T09:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;758;;;189;89;214;;2;;;;4;;1;4;;4
Viatris - French;2026-02-11T09:00:00.000+01:00;2026-02-11T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;328;;;328;;331;;2;;;;1;;;1;;1
Viatris - French;2026-02-11T09:30:00.000+01:00;2026-02-11T10:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1630;;;815;;818;;2;;;;2;;;2;;2
Viatris - French;2026-02-11T10:00:00.000+01:00;2026-02-11T10:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1275;;;1275;;1276;;2;;;;1;;;1;;1
Viatris - French;2026-02-11T12:00:00.000+01:00;2026-02-11T12:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1498;;;749;75;788;;2;;;;2;;1;2;;2
Viatris - French;2026-02-11T12:30:00.000+01:00;2026-02-11T13:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;691;;;691;;694;;2;;;;1;;;1;;1
Viatris - French;2026-02-11T13:00:00.000+01:00;2026-02-11T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;433;;;433;87;524;;3;;;;1;;1;1;;1
Viatris - French;2026-02-11T13:30:00.000+01:00;2026-02-11T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;517;;;517;;518;;2;;;;1;;;1;;1
Viatris - French;2026-02-11T14:00:00.000+01:00;2026-02-11T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;761;;;761;159;922;;1;;;;1;;1;1;;1
Viatris - French;2026-02-11T14:30:00.000+01:00;2026-02-11T15:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1181;;;393;124;438;;2;;;;3;;1;3;;3
