Queue;StartInterval;EndInterval;Contacts abandoned in 20 seconds;Contacts abandoned in 30 seconds;Contacts abandoned in 45 seconds;Contacts abandoned in 60 seconds;Contacts abandoned in 90 seconds;Contacts abandoned in 180 seconds;Contacts answered in 20 seconds;Contacts answered in 30 seconds;Contacts answered in 45 seconds;Contacts answered in 60 seconds;Contacts answered in 90 seconds;Contacts answered in 180 seconds;Service level 60 seconds;Service level 120 seconds;Agent interaction time;API contacts;API contacts handled;Average agent interaction time;Average customer hold time;Average handle time;Average queue abandon time;Average queue answer time;Callback contacts;Callback contacts handled;Contacts abandoned;Contacts handled incoming;Contacts handled outbound;Contacts put on hold;Contacts queued;Contacts abandoned 40 seconds;Contacts answered 40 seconds
EL Store IT;2026-02-05T21:00:00.000+01:00;2026-02-05T21:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2175;;;1087;;1088;;2;;;;2;;;2;;2
EL Store IT;2026-02-05T21:30:00.000+01:00;2026-02-05T22:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;268;;;268;;269;;2;;;;1;;;1;;1
EL Store IT;2026-02-06T08:30:00.000+01:00;2026-02-06T09:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;234;;;234;;235;;3;;;;1;;;1;;1
EL Store IT;2026-02-06T09:00:00.000+01:00;2026-02-06T09:30:00.000+01:00;;;;;;;2;3;3;3;3;3;100.00%;100.00%;2540;;;635;290;708;;10;;;;3;1;1;3;;3
EL Store IT;2026-02-06T09:30:00.000+01:00;2026-02-06T10:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2351;;;261;457;313;;2;;;;5;4;1;5;;5
EL Store IT;2026-02-06T10:00:00.000+01:00;2026-02-06T10:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2037;;;291;201;349;;2;;;;5;2;2;5;;5
EL Store IT;2026-02-06T10:30:00.000+01:00;2026-02-06T11:00:00.000+01:00;;;;;;;8;8;8;8;8;8;100.00%;100.00%;4846;;;484;247;560;;2;;;;8;2;3;8;;8
EL Store IT;2026-02-06T11:00:00.000+01:00;2026-02-06T11:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;2666;;;242;353;339;;2;;;;6;5;3;6;;6
EL Store IT;2026-02-06T11:30:00.000+01:00;2026-02-06T12:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2501;;;208;98;225;;3;;;;4;8;2;4;;4
EL Store IT;2026-02-06T12:00:00.000+01:00;2026-02-06T12:30:00.000+01:00;;;;;;;5;6;6;6;6;6;100.00%;100.00%;3750;;;312;488;394;;5;;;;6;6;2;6;;6
EL Store IT;2026-02-06T12:30:00.000+01:00;2026-02-06T13:00:00.000+01:00;;;;;;;3;4;4;4;4;4;100.00%;100.00%;4468;;;372;238;413;;7;;;;4;8;2;4;;4
EL Store IT;2026-02-06T13:00:00.000+01:00;2026-02-06T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1720;;;215;87;227;;2;;;;1;7;1;1;;1
EL Store IT;2026-02-06T13:30:00.000+01:00;2026-02-06T14:00:00.000+01:00;;;;;;;5;6;6;6;6;6;100.00%;100.00%;3589;;;358;766;436;;5;;;;6;4;1;6;;6
EL Store IT;2026-02-06T14:00:00.000+01:00;2026-02-06T14:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3176;;;352;240;407;;2;;;;3;6;2;3;;3
EL Store IT;2026-02-06T14:30:00.000+01:00;2026-02-06T15:00:00.000+01:00;1;1;1;1;1;1;1;1;1;1;1;1;100.00%;100.00%;2615;;;186;;187;4;1;;;1;1;13;;2;1;1
EL Store IT;2026-02-06T15:00:00.000+01:00;2026-02-06T15:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1645;;;126;167;140;;2;;;;3;10;1;3;;3
EL Store IT;2026-02-06T15:30:00.000+01:00;2026-02-06T16:00:00.000+01:00;;;;;;;8;8;8;8;8;8;100.00%;100.00%;4117;;;179;99;184;;2;;;;8;15;1;8;;8
EL Store IT;2026-02-06T16:00:00.000+01:00;2026-02-06T16:30:00.000+01:00;;;;;;;9;9;9;9;9;9;100.00%;100.00%;8408;;;467;302;552;;2;;;;9;9;5;9;;9
EL Store IT;2026-02-06T16:30:00.000+01:00;2026-02-06T17:00:00.000+01:00;;;;;;;;;;;;;;;2000;;;285;;286;;;;;;;7;;;;
EL Store IT;2026-02-06T17:00:00.000+01:00;2026-02-06T17:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;5041;;;458;324;488;;2;;;;6;5;1;6;;6
EL Store IT;2026-02-06T17:30:00.000+01:00;2026-02-06T18:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2077;;;207;507;259;;2;;;;2;8;1;2;;2
EL Store IT;2026-02-06T18:00:00.000+01:00;2026-02-06T18:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;4542;;;454;180;473;;2;;;;6;4;1;6;;6
EL Store IT;2026-02-06T18:30:00.000+01:00;2026-02-06T19:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2215;;;316;109;333;;2;;;;3;4;1;3;;3
EL Store IT;2026-02-06T19:00:00.000+01:00;2026-02-06T19:30:00.000+01:00;;;;;;;5;5;6;6;6;6;100.00%;100.00%;2385;;;216;125;229;;7;;;;6;5;1;6;;6
EL Store IT;2026-02-06T19:30:00.000+01:00;2026-02-06T20:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1342;;;167;;168;;2;;;;2;6;;2;;2
EL Store IT;2026-02-06T20:00:00.000+01:00;2026-02-06T20:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1948;;;487;289;560;;2;;;;3;1;1;3;;3
EL Store IT;2026-02-06T20:30:00.000+01:00;2026-02-06T21:00:00.000+01:00;;;;;;;;;;;;;;;327;;;109;;110;;;;;;;3;;;;
EL Store IT;2026-02-06T21:00:00.000+01:00;2026-02-06T21:30:00.000+01:00;;;;;;;;1;1;1;1;1;100.00%;100.00%;443;;;221;;222;;23;;;;1;1;;1;;1
EL Store PT;2026-02-04T10:00:00.000+01:00;2026-02-04T10:30:00.000+01:00;;;;;;;;;;;;;;;45;;;45;;46;;;;;;;1;;;;
EL Store PT;2026-02-04T11:00:00.000+01:00;2026-02-04T11:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;1659;;;237;131;279;;2;;;;6;1;1;6;;6
EL Store PT;2026-02-04T11:30:00.000+01:00;2026-02-04T12:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;402;;;201;;202;;2;;;;1;1;;1;;1
EL Store PT;2026-02-04T12:00:00.000+01:00;2026-02-04T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;527;;;527;;689;;3;;;;1;;;1;;1
EL Store PT;2026-02-04T12:30:00.000+01:00;2026-02-04T13:00:00.000+01:00;;;;;;;3;3;3;3;3;3;60.00%;60.00%;2970;;;594;337;838;220;61;;;1;4;1;3;5;;3
EL Store PT;2026-02-04T13:00:00.000+01:00;2026-02-04T13:30:00.000+01:00;;;;;;;3;3;3;3;3;3;75.00%;75.00%;1972;;;493;354;582;;115;;;;4;;1;4;;3
EL Store PT;2026-02-04T13:30:00.000+01:00;2026-02-04T14:00:00.000+01:00;;;;;;;2;2;2;2;4;5;40.00%;80.00%;3348;;;669;239;786;;58;;;;5;;1;5;;2
EL Store PT;2026-02-04T14:00:00.000+01:00;2026-02-04T14:30:00.000+01:00;;;;;;;3;3;3;3;4;4;50.00%;66.67%;3365;;;560;;571;;86;;;;6;;;6;;3
EL Store PT;2026-02-04T14:30:00.000+01:00;2026-02-04T15:00:00.000+01:00;;;;;;;;;;;;;;;173;;;57;;58;;;;;;;3;;;;
EL Store PT;2026-02-04T15:00:00.000+01:00;2026-02-04T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;464;;;154;;180;;2;;;;1;2;;1;;1
EL Store PT;2026-02-04T15:30:00.000+01:00;2026-02-04T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1431;;;715;560;997;;2;;;;1;1;1;1;;1
EL Store PT;2026-02-04T16:30:00.000+01:00;2026-02-04T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;50.00%;50.00%;235;;;117;244;241;;275;;;;2;;1;2;;1
EL Store PT;2026-02-04T17:00:00.000+01:00;2026-02-04T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;180;;;45;;46;;1;;;;1;3;;1;;1
EL Store PT;2026-02-04T17:30:00.000+01:00;2026-02-04T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;885;;;126;;127;;1;;;;1;6;;1;;1
EL Store PT;2026-02-04T18:00:00.000+01:00;2026-02-04T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;50.00%;50.00%;2617;;;654;;655;;135;;;;2;2;;2;;1
EL Store PT;2026-02-04T18:30:00.000+01:00;2026-02-04T19:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;924;;;231;;232;;18;;;;1;3;;1;;1
EL Store PT;2026-02-04T19:00:00.000+01:00;2026-02-04T19:30:00.000+01:00;;;;;;;1;1;1;1;1;2;50.00%;100.00%;1744;;;436;;437;;50;;;;2;2;;2;;1
EL Store PT;2026-02-04T19:30:00.000+01:00;2026-02-04T20:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1076;;;269;;270;;2;;;;2;2;;2;;2
EL Store PT;2026-02-04T20:00:00.000+01:00;2026-02-04T20:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1811;;;603;;604;;3;;;;1;2;;1;;1
EL Store PT;2026-02-04T20:30:00.000+01:00;2026-02-04T21:00:00.000+01:00;;;;;;;;;;;;;;;74;;;24;;25;;;;;;;3;;;;
EL Store PT;2026-02-04T22:00:00.000+01:00;2026-02-04T22:30:00.000+01:00;;;;;;;;;;;;;;;246;;;246;;247;;;;;;;1;;;;
EL Store PT;2026-02-05T10:30:00.000+01:00;2026-02-05T11:00:00.000+01:00;1;1;1;1;1;1;4;4;4;4;4;4;100.00%;100.00%;1696;;;424;282;559;2;2;;;1;4;;1;5;1;4
EL Store PT;2026-02-05T11:00:00.000+01:00;2026-02-05T11:30:00.000+01:00;;;;;2;2;4;4;4;4;4;4;44.44%;66.67%;4399;;;733;984;968;123;119;;;3;6;;1;9;;4
EL Store PT;2026-02-05T11:30:00.000+01:00;2026-02-05T12:00:00.000+01:00;;;;;;;2;2;2;2;2;2;66.67%;66.67%;2450;;;612;326;825;;82;;;;3;1;1;3;;2
EL Store PT;2026-02-05T12:00:00.000+01:00;2026-02-05T12:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1295;;;647;;649;;2;;;;2;;;2;;2
EL Store PT;2026-02-05T12:30:00.000+01:00;2026-02-05T13:00:00.000+01:00;;;;;;;3;3;3;3;3;3;75.00%;75.00%;2947;;;491;92;572;;107;;;;4;2;1;4;;3
EL Store PT;2026-02-05T13:00:00.000+01:00;2026-02-05T13:30:00.000+01:00;;;;;;;1;2;2;2;2;2;100.00%;100.00%;518;;;259;70;298;;12;;;;2;;1;2;;2
EL Store PT;2026-02-05T13:30:00.000+01:00;2026-02-05T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1701;;;425;;431;;3;;;;3;1;;3;;3
EL Store PT;2026-02-05T14:00:00.000+01:00;2026-02-05T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;724;;;362;;467;;2;;;;1;1;;1;;1
EL Store PT;2026-02-05T14:30:00.000+01:00;2026-02-05T15:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1094;;;273;207;326;;2;;;;2;2;1;2;;2
EL Store PT;2026-02-05T15:00:00.000+01:00;2026-02-05T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1340;;;335;;336;;2;;;;1;3;;1;;1
EL Store PT;2026-02-05T15:30:00.000+01:00;2026-02-05T16:00:00.000+01:00;;;;;;;9;9;9;9;9;9;100.00%;100.00%;3732;;;311;568;390;;2;;;;9;3;1;9;;9
EL Store PT;2026-02-05T16:00:00.000+01:00;2026-02-05T16:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;416;;;416;;417;;1;;;;1;;;1;;1
EL Store PT;2026-02-05T16:30:00.000+01:00;2026-02-05T17:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;713;;;237;148;307;;2;;;;2;1;1;2;;2
EL Store PT;2026-02-05T17:00:00.000+01:00;2026-02-05T17:30:00.000+01:00;;;;;;;;;;;;;;;1002;;;334;;335;;;;;;;3;;;;
EL Store PT;2026-02-05T17:30:00.000+01:00;2026-02-05T18:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1974;;;282;;283;;2;;;;2;5;;2;;2
EL Store PT;2026-02-05T18:00:00.000+01:00;2026-02-05T18:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;773;;;257;;258;;2;;;;1;2;;1;;1
EL Store PT;2026-02-05T18:30:00.000+01:00;2026-02-05T19:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1828;;;914;;915;;5;;;;1;1;;1;;1
EL Store PT;2026-02-05T19:00:00.000+01:00;2026-02-05T19:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2119;;;706;;707;;2;;;;2;1;;2;;2
EL Store PT;2026-02-05T19:30:00.000+01:00;2026-02-05T20:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1179;;;294;;295;;2;;;;2;2;;2;;2
EL Store PT;2026-02-05T20:00:00.000+01:00;2026-02-05T20:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;354;;;177;;178;;2;;;;2;;;2;;2
EL Store PT;2026-02-05T20:30:00.000+01:00;2026-02-05T21:00:00.000+01:00;;;;;;;1;1;1;1;1;2;50.00%;50.00%;2083;;;694;;695;;70;;;;2;1;;2;;1
EL Store PT;2026-02-05T21:00:00.000+01:00;2026-02-05T21:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;397;;;397;;398;;2;;;;1;;;1;;1
EL Store PT;2026-02-05T21:30:00.000+01:00;2026-02-05T22:00:00.000+01:00;;;;;;;;;;;;;;;141;;;70;;71;;;;;;;2;;;;
EL Store PT;2026-02-06T10:00:00.000+01:00;2026-02-06T10:30:00.000+01:00;;;;;;;3;4;4;4;4;4;100.00%;100.00%;460;;;115;;125;;8;;;;4;;;4;;4
EL Store PT;2026-02-06T10:30:00.000+01:00;2026-02-06T11:00:00.000+01:00;;1;1;1;1;1;2;2;2;2;2;2;75.00%;75.00%;171;;;85;;86;108;11;;;2;2;;;4;1;2
EL Store PT;2026-02-06T11:00:00.000+01:00;2026-02-06T11:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1768;;;353;456;537;;2;;;;2;3;2;2;;2
EL Store PT;2026-02-06T11:30:00.000+01:00;2026-02-06T12:00:00.000+01:00;;;;;;;2;2;3;3;3;3;100.00%;100.00%;2334;;;466;264;573;;14;;;;3;2;2;3;;3
EL Store PT;2026-02-06T12:00:00.000+01:00;2026-02-06T12:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;3601;;;514;191;597;;2;;;;5;2;3;5;;5
EL Store PT;2026-02-06T12:30:00.000+01:00;2026-02-06T13:00:00.000+01:00;;;;;;;1;1;1;1;1;2;50.00%;50.00%;1346;;;269;452;360;;65;;;;2;3;1;2;;1
EL Store PT;2026-02-06T13:00:00.000+01:00;2026-02-06T13:30:00.000+01:00;;;;;;;;;;;;;;;526;;;175;;176;;;;;;;3;;;;
EL Store PT;2026-02-06T13:30:00.000+01:00;2026-02-06T14:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1397;;;349;348;437;;2;;;;3;1;1;3;;3
EL Store PT;2026-02-06T14:00:00.000+01:00;2026-02-06T14:30:00.000+01:00;;;;;;;;;;;;;;;260;;;130;;131;;;;;;;2;;;;
EL Store PT;2026-02-06T14:30:00.000+01:00;2026-02-06T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;669;;;669;651;1322;;2;;;;1;;1;1;;1
EL Store PT;2026-02-06T15:00:00.000+01:00;2026-02-06T15:30:00.000+01:00;;;;;;;5;5;5;5;5;6;83.33%;100.00%;3512;;;585;288;634;;23;;;;6;;1;6;;5
EL Store PT;2026-02-06T15:30:00.000+01:00;2026-02-06T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;348;;;174;;175;;3;;;;1;1;;1;;1
EL Store PT;2026-02-06T16:00:00.000+01:00;2026-02-06T16:30:00.000+01:00;;;;;;;2;2;2;2;2;2;66.67%;66.67%;1443;;;288;616;412;;76;;;;3;2;1;3;;2
EL Store PT;2026-02-06T16:30:00.000+01:00;2026-02-06T17:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1392;;;464;;465;;1;;;;1;2;;1;;1
EL Store PT;2026-02-06T17:00:00.000+01:00;2026-02-06T17:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1789;;;298;314;404;;2;;;;3;3;2;3;;3
EL Store PT;2026-02-06T17:30:00.000+01:00;2026-02-06T18:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2305;;;576;;577;;3;;;;3;1;;3;;3
EL Store PT;2026-02-06T18:00:00.000+01:00;2026-02-06T18:30:00.000+01:00;;;;1;1;1;2;2;3;3;3;3;66.67%;66.67%;2545;;;509;195;549;52;261;;;1;5;;1;6;;2
EL Store PT;2026-02-06T18:30:00.000+01:00;2026-02-06T19:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1731;;;865;;866;;2;;;;2;;;2;;2
EL Store PT;2026-02-06T19:00:00.000+01:00;2026-02-06T19:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1391;;;198;;199;;2;;;;2;5;;2;;2
EL Store PT;2026-02-06T19:30:00.000+01:00;2026-02-06T20:00:00.000+01:00;;;;;;;3;3;3;3;3;3;75.00%;75.00%;1943;;;485;;486;;69;;;;4;;;4;;3
EL Store PT;2026-02-06T20:00:00.000+01:00;2026-02-06T20:30:00.000+01:00;;;;;;;;;;1;1;2;50.00%;50.00%;1293;;;431;;432;;113;;;;2;1;;2;;
EL Store PT;2026-02-06T20:30:00.000+01:00;2026-02-06T21:00:00.000+01:00;;;;;;;;;;;;;;;14;;;7;;8;;;;;;;2;;;;
EL Store PT;2026-02-06T21:30:00.000+01:00;2026-02-06T22:00:00.000+01:00;;;;;;;;;;;;;;;6;;;3;;4;;;;;;;2;;;;
EL Store TR;2026-02-04T08:30:00.000+01:00;2026-02-04T09:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;145;;;145;108;257;;2;;;;1;;1;1;;1
EL Store TR;2026-02-04T09:30:00.000+01:00;2026-02-04T10:00:00.000+01:00;;;;;;;;;;;;;;;34;;;34;;35;;;;;;;1;;;;
EL Store TR;2026-02-04T14:30:00.000+01:00;2026-02-04T15:00:00.000+01:00;;;;;;;;;;;;;;;58;;;58;;61;;;;;;;1;;;;
EL Store TR;2026-02-04T15:00:00.000+01:00;2026-02-04T15:30:00.000+01:00;;;;;;;;;;;;;;;391;;;391;;392;;;;;;;1;;;;
EL Store TR;2026-02-04T18:30:00.000+01:00;2026-02-04T19:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;340;;;340;;341;;2;;;;1;;;1;;1
EL Store TR;2026-02-04T19:00:00.000+01:00;2026-02-04T19:30:00.000+01:00;;;;;;;;;;;;;;;130;;;130;;131;;;;;;;1;;;;
EL Store TR;2026-02-05T09:00:00.000+01:00;2026-02-05T09:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;678;;;678;;679;;2;;;;1;;;1;;1
EL Store TR;2026-02-05T12:00:00.000+01:00;2026-02-05T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;860;;;286;;289;;3;;;;1;2;;1;;1
EL Store TR;2026-02-05T13:00:00.000+01:00;2026-02-05T13:30:00.000+01:00;;;;;;;;;;;;;;;195;;;195;;198;;;;;;;1;;;;
EL Store TR;2026-02-05T16:00:00.000+01:00;2026-02-05T16:30:00.000+01:00;;;;;;;;;;;;;;;114;;;57;;58;;;;;;;2;;;;
EL Store TR;2026-02-05T16:30:00.000+01:00;2026-02-05T17:00:00.000+01:00;;;;;;;;;;;;;;;268;;;268;;269;;;;;;;1;;;;
EL Store TR;2026-02-05T17:00:00.000+01:00;2026-02-05T17:30:00.000+01:00;;;;;;;;;;;;;;;170;;;170;;171;;;;;;;1;;;;
EL Store TR;2026-02-05T18:30:00.000+01:00;2026-02-05T19:00:00.000+01:00;;;;;;;;;;;;;;;13;;;13;;14;;;;;;;1;;;;
EL Store TR;2026-02-05T19:00:00.000+01:00;2026-02-05T19:30:00.000+01:00;;;;;;;;;;;;;;;12;;;12;;13;;;;;;;1;;;;
EL Store TR;2026-02-05T19:30:00.000+01:00;2026-02-05T20:00:00.000+01:00;;;;;;;;;;;;;;;442;;;221;;222;;;;;;;2;;;;
EL Store TR;2026-02-06T09:00:00.000+01:00;2026-02-06T09:30:00.000+01:00;;;;;;;;;;;;;;;168;;;168;;169;;;;;;;1;;;;
EL Store TR;2026-02-06T10:30:00.000+01:00;2026-02-06T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;160;;;160;;163;;3;;;;1;;;1;;1
EL Store TR;2026-02-06T12:00:00.000+01:00;2026-02-06T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;143;;;143;;146;;3;;;;1;;;1;;1
EL Store TR;2026-02-06T13:30:00.000+01:00;2026-02-06T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;339;;;169;;170;;2;;;;1;1;;1;;1
EL Store TR;2026-02-06T15:00:00.000+01:00;2026-02-06T15:30:00.000+01:00;;;;;;;;;;;;;;;25;;;12;;14;;;;;;;2;;;;
EL Store TR;2026-02-06T16:00:00.000+01:00;2026-02-06T16:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;354;;;177;;178;;4;;;;1;1;;1;;1
EL Store TR;2026-02-06T16:30:00.000+01:00;2026-02-06T17:00:00.000+01:00;;;;;;;;;;;;;;;147;;;73;;75;;;;;;;2;;;;
EL Store TR;2026-02-06T17:30:00.000+01:00;2026-02-06T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;118;;;118;;119;;2;;;;1;;;1;;1
EL Store TR;2026-02-06T19:00:00.000+01:00;2026-02-06T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;529;;;264;;265;;2;;;;1;1;;1;;1
GF German CBA;2026-02-04T07:30:00.000+01:00;2026-02-04T08:00:00.000+01:00;;;;;;;;;;;;;;;146;;;146;;147;;;;;;;1;;;;
GF German CBA;2026-02-04T09:00:00.000+01:00;2026-02-04T09:30:00.000+01:00;;;;;;;;;;;;;;;16;;;5;;6;;;;;;;3;;;;
GF German CBA;2026-02-04T09:30:00.000+01:00;2026-02-04T10:00:00.000+01:00;;;;;;;;;;;;;;;4;;;2;;3;;;;;;;2;;;;
GF German CBA;2026-02-04T10:00:00.000+01:00;2026-02-04T10:30:00.000+01:00;;;;;;;;;;;;;;;512;;;170;;172;;;;;;;3;;;;
GF German CBA;2026-02-04T10:30:00.000+01:00;2026-02-04T11:00:00.000+01:00;;;;;;;;;;;;;;;131;;;43;;44;;;;;;;3;;;;
GF German CBA;2026-02-04T11:30:00.000+01:00;2026-02-04T12:00:00.000+01:00;;;;;;;;;;;;;;;51;;;25;;26;;;;;;;2;;;;
GF German CBA;2026-02-04T12:00:00.000+01:00;2026-02-04T12:30:00.000+01:00;;;;;;;;;;;;;;;300;;;150;;151;;;;;;;2;;;;
GF German CBA;2026-02-04T12:30:00.000+01:00;2026-02-04T13:00:00.000+01:00;;;;;;;;;;;;;;;701;;;701;104;807;;;;;;;1;1;;;
GF German CBA;2026-02-04T13:00:00.000+01:00;2026-02-04T13:30:00.000+01:00;;;;;;;;;;;;;;;129;;;129;;130;;;;;;;1;;;;
GF German CBA;2026-02-04T13:30:00.000+01:00;2026-02-04T14:00:00.000+01:00;;;;;;;;;;;;;;;1300;;;433;;434;;;;;;;3;;;;
GF German CBA;2026-02-04T16:00:00.000+01:00;2026-02-04T16:30:00.000+01:00;;;;;;;;;;;;;;;2;;;2;;3;;;;;;;1;;;;
GF German CBA;2026-02-05T08:00:00.000+01:00;2026-02-05T08:30:00.000+01:00;;;;;;;;;;;;;;;6;;;2;;3;;;;;;;3;;;;
GF German CBA;2026-02-05T08:30:00.000+01:00;2026-02-05T09:00:00.000+01:00;;;;;;;;;;;;;;;836;;;139;;140;;;;;;;6;;;;
GF German CBA;2026-02-05T09:00:00.000+01:00;2026-02-05T09:30:00.000+01:00;;;;;;;;;;;;;;;3;;;3;;4;;;;;;;1;;;;
GF German CBA;2026-02-05T09:30:00.000+01:00;2026-02-05T10:00:00.000+01:00;;;;;;;;;;;;;;;805;;;134;;135;;;;;;;6;;;;
GF German CBA;2026-02-05T12:00:00.000+01:00;2026-02-05T12:30:00.000+01:00;;;;;;;;;;;;;;;180;;;180;103;284;;;;;;;1;1;;;
